OBJECTID_1,TransitRouteID,TransitRoute,OperRtNM,Notes,Origin,ONode,Destination,DNode,Mode,Direction,Operator,Headway,Runtime,Period,July,August,September,October,November,December,January,February,March,April,May,June
1626,WMQ06I,2444,"Q1,2,4,5,6",,SHADY GROVE STA (W) & BUS BAY C,22395,WHEATON STATION & BUS BAY D,22595,Local Metrobus,2,Metro Bus,27,52,Off-Peak,9682,9362,9617,9184,8434,7563,6925,7717,8036,8576,8566,8450
1627,WM18FO,2662,"18E,F",,PENTAGON STATION & BUS BAY U1,30206,COMMERCIAL DR & INDUSTRIAL RD (TERM),36138,Express Metrobus,2,Metro Bus,30,26,Peak,180,187,183,167,173,143,161,184,191,195,200,201
1628,WMX09I,2663,X9,,CAPITOL HGTS STATION & BUS BAY C,21188,NEW YORK AVE NW & 12TH ST NW,20116,Express Metrobus,2,Metro Bus,15,39,Peak,1672,1722,2126,2056,1828,1668,1730,1861,1897,1863,2097,1886
1629,WMX09O,2664,X9,,NEW YORK AVE NW & 12TH ST NW,20116,CAPITOL HGTS STATION & BUS BAY C,21188,Express Metrobus,2,Metro Bus,15,36,Peak,1672,1722,2126,2056,1828,1668,1730,1861,1897,1863,2097,1886
1630,WMY07#3I,3808,"Y2,7,8",,GEORGIA AVE & ICC PARK AND RIDE LOT,22386,SILVER SPRING STATION & BUS BAY O,22172,Local Metrobus,2,Metro Bus,20,60,Peak,8955,8657,8877,8708,8172,7837,7418,7734,8162,8584,8672,8544
1631,WMY08I,3816,"Y2,7,8",,MONTGOMERY GEN HOSPITAL,23290,SILVER SPRING STATION & BUS BAY O,22172,Local Metrobus,2,Metro Bus,20,65,Peak,8955,8657,8877,8708,8172,7837,7418,7734,8162,8584,8672,8544
1632,WMX08O,2667,X8,,MASSACHUSETTS AVE NE & NORTH CAPITO,20258,"TERMINAL;NE 21ST PL & NE MARYLAND AV",21036,Local Metrobus,2,Metro Bus,43,14,Off-Peak,1095,1071,1229,1173,1141,1095,1059,1086,1147,1237,1328,1244
1633,WMX08I,2668,X8,,"TERMINAL;NE 21ST PL & NE MARYLAND AV",21036,MASSACHUSETTS AVE NE & NORTH CAPITO,20258,Local Metrobus,2,Metro Bus,15,18,Peak,1095,1071,1229,1173,1141,1095,1059,1086,1147,1237,1328,1244
1634,WMX08I,2668,X8,,"TERMINAL;NE 21ST PL & NE MARYLAND AV",21036,MASSACHUSETTS AVE NE & NORTH CAPITO,20258,Local Metrobus,2,Metro Bus,15,18,Peak,1095,1071,1229,1173,1141,1095,1059,1086,1147,1237,1328,1244
1635,WMX03I,2670,"X1,3",,MINNESOTA AVE STA & BUS BAY L,21203,NW FORT DR & NW ALBEMARLE ST -TENLEYTOWN,20723,Local Metrobus,2,Metro Bus,30,57,Peak,1382,1237,1651,1511,1424,1396,1380,1558,1476,1588,1654,1457
1636,WMX02O,2671,X2,,H ST NW & 14TH ST NW,20141,MINNESOTA AVE STA & BUS BAY K,21203,Local Metrobus,2,Metro Bus,8,40,Off-Peak,13356,13016,12596,12715,12239,12349,13026,14170,14254,13079,13089,12900
1637,WMX08O,2667,X8,,MASSACHUSETTS AVE NE & NORTH CAPITO,20258,"TERMINAL;NE 21ST PL & NE MARYLAND AV",21036,Local Metrobus,2,Metro Bus,43,14,Off-Peak,1095,1071,1229,1173,1141,1095,1059,1086,1147,1237,1328,1244
1638,WM18EI,2673,"18E,F",,COMMERCIAL DR & INDUSTRIAL RD(TERM),36138,PENTAGON STATION & BUS BAY U1,30206,Express Metrobus,2,Metro Bus,30,47,Peak,180,187,183,167,173,143,161,184,191,195,200,201
1639,WM17MI,2674,"17A,B,F,M",,LEESVILLE BLVD & APPOMATOX CT (W),34063,PENTAGON STATION & ALIGHTING ONLY,30206,Express Metrobus,2,Metro Bus,30,40,Peak,439,406,421,427,357,322,350,368,361,403,395,369
1640,WM17BO,2675,"17A,B,F,M",,PENTAGON STATION & BUS BAY L4 (HOV),30359,TWINBROOK RD & HEATHWOOD CT,34308,Express Metrobus,2,Metro Bus,60,59,Off-Peak,439,406,421,427,357,322,350,368,361,403,395,369
1641,WMS04I,2676,"S2,4",,SILVER SPRING STATION & BUS BAY J,22862,10TH ST & CONSTITUTION AVE (S2 S4 ONLY),20061,Local Metrobus,2,Metro Bus,20,53,Peak,15148,14154,14186,14186,13345,12518,13155,13830,13778,13804,13876,13398
1642,WM17AO,2677,"17A,B,F,M",,PENTAGON STATION & BUS BAY L4 (HOV),30359,GEORGE MASON UNIVERSITY,34366,Express Metrobus,2,Metro Bus,60,50,Off-Peak,439,406,421,427,357,322,350,368,361,403,395,369
1643,WM16LI,2678,16L,,RT 236 LITTLE RIVER TPKE & JOHN MAR,36233,PENTAGON STATION & BUS BAY U7,30206,Express Metrobus,2,Metro Bus,30,33,Peak,187,176,201,210,167,153,180,190,198,309,316,344
1644,WM17AO,2677,"17A,B,F,M",,PENTAGON STATION & BUS BAY L4 (HOV),30359,GEORGE MASON UNIVERSITY,34366,Express Metrobus,2,Metro Bus,60,50,Off-Peak,439,406,421,427,357,322,350,368,361,403,395,369
1645,WM16YI,2680,16Y,,FOUR MILE RUN DR (E) & COLUMBIA PK,30072,NW I ST & NW 14TH ST,20075,Local Metrobus,2,Metro Bus,8,41,Peak,1772,1732,1895,1796,1721,1487,1652,1722,1687,1727,1771,1866
1646,WMY08O,2681,"Y2,7,8",,SILVER SPRING STATION & BUS BAY O,22172,MONTGOMERY GEN HOSPITAL,23290,Local Metrobus,2,Metro Bus,30,59,Off-Peak,8955,8657,8877,8708,8172,7837,7418,7734,8162,8584,8672,8544
1647,WMY08O,2681,"Y2,7,8",,SILVER SPRING STATION & BUS BAY O,22172,MONTGOMERY GEN HOSPITAL,23290,Local Metrobus,2,Metro Bus,30,59,Off-Peak,8955,8657,8877,8708,8172,7837,7418,7734,8162,8584,8672,8544
1648,WMX02O,2671,X2,,H ST NW & 14TH ST NW,20141,MINNESOTA AVE STA & BUS BAY K,21203,Local Metrobus,2,Metro Bus,8,40,Off-Peak,13356,13016,12596,12715,12239,12349,13026,14170,14254,13079,13089,12900
1649,WMU05L,2618,"U5,6",,MINNESOTA AVE STA & BUS BAY M,21203,MINNESOTA AVE STA & BUS BAY M,21671,Local Metrobus,2,Metro Bus,33,64,Off-Peak,3326,3104,3562,3518,3295,3230,3192,3453,3354,3207,3337,3086
1650,WMS02O,2685,"S2,4",,10TH ST & CONSTITUTION AVE (S2 S4 ONLY),20061,SILVER SPRING STATION & BUS BAY J,22172,Local Metrobus,2,Metro Bus,17,51,Off-Peak,15148,14154,14186,14186,13345,12518,13155,13830,13778,13804,13876,13398
1651,WMU08L,2686,U8,,MINNESOTA AVE STA & BUS BAY G,21203,MINNESOTA AVE STA & BUS BAY G,21671,Local Metrobus,2,Metro Bus,12,59,Off-Peak,5009,4727,5100,5136,4533,4578,4840,4875,4757,4933,4978,4194
1652,WMV07%O,2687,"V7,8,9",,M ST SE & BETWEEN NJ AVE SE & 1ST S,21666,MINNESOTA AVE STA & BUS BAY C,21203,Local Metrobus,2,Metro Bus,30,28,Peak,4119,3874,4501,4358,3967,3628,3716,3926,4196,4038,4409,2884
1653,WMV05I,2688,V5,,SE 38TH ST & SE V ST,21322,D ST SW BETWEEN 6TH AND 7TH ST SW,20046,Local Metrobus,2,Metro Bus,15,32,Peak,253,260,323,326,312,270,283,297,306,282,305,301
1654,WMU08L,2686,U8,,MINNESOTA AVE STA & BUS BAY G,21203,MINNESOTA AVE STA & BUS BAY G,21671,Local Metrobus,2,Metro Bus,12,59,Off-Peak,5009,4727,5100,5136,4533,4578,4840,4875,4757,4933,4978,4194
1655,WMV07I,2690,"V7,8,9",,DEANWOOD STATION & BUS BAY B,21208,C ST & 14TH ST (N),20326,Local Metrobus,2,Metro Bus,20,58,Peak,4119,3874,4501,4358,3967,3628,3716,3926,4196,4038,4409,2884
1656,WMU06LI,2691,"U5,6",,MINNESOTA AVE STA & BUS BAY M,21763,MINNESOTA AVE STA & BUS BAY M,21309,Local Metrobus,2,Metro Bus,38,64,Off-Peak,3326,3104,3562,3518,3295,3230,3192,3453,3354,3207,3337,3086
1657,WMV07O,2692,"V7,8,9",,C ST & 14TH ST (N),20326,DEANWOOD STATION & BUS BAY B,21208,Local Metrobus,2,Metro Bus,30,53,Off-Peak,4119,3874,4501,4358,3967,3628,3716,3926,4196,4038,4409,2884
1658,WMU04L,3106,U4,,MINNESOTA AVE STA & BUS BAY F,21203,MINNESOTA AVE STA & BUS BAY F,21671,Local Metrobus,2,Metro Bus,38,28,Off-Peak,1078,986,1168,1207,1109,1096,1063,1077,1076,1013,1053,1017
1659,WMU02O,2694,U2,,ANACOSTIA STATION & BUS BAY C,20731,MINNESOTA AVE STA & BUS BAY G,21203,Local Metrobus,2,Metro Bus,15,27,Peak,2338,2162,2484,2410,2315,2213,2328,2338,2304,2356,2409,1580
1660,WMU02O,2694,U2,,ANACOSTIA STATION & BUS BAY C,20731,MINNESOTA AVE STA & BUS BAY G,21203,Local Metrobus,2,Metro Bus,15,27,Peak,2338,2162,2484,2410,2315,2213,2328,2338,2304,2356,2409,1580
1661,WMU02I,2696,U2,,MINNESOTA AVE STA & BUS BAY G,21203,ANACOSTIA STATION & BUS BAY C,20731,Local Metrobus,2,Metro Bus,20,26,Peak,2338,2162,2484,2410,2315,2213,2328,2338,2304,2356,2409,1580
1662,WMU02I,2696,U2,,MINNESOTA AVE STA & BUS BAY G,21203,ANACOSTIA STATION & BUS BAY C,20731,Local Metrobus,2,Metro Bus,20,26,Peak,2338,2162,2484,2410,2315,2213,2328,2338,2304,2356,2409,1580
1663,WMT18O,2698,T18,,RHODE ISLAND AVE STA & BUS BAY D,21012,NEW CARROLLTON STATION & BUS BAY K,26159,Local Metrobus,2,Metro Bus,15,40,Peak,4587,4374,4626,4553,4215,3787,3696,3901,4081,4229,4429,4295
1664,WMU08#1I,2699,U8,,CAPITOL HGTS STA & BUS BAY D,21199,MINNESOTA AVE STA & BUS BAY G,21188,Local Metrobus,2,Metro Bus,60,42,Peak,5009,4727,5100,5136,4533,4578,4840,4875,4757,4933,4978,4194
1665,WMV14I,2700,"V14,15",,PENN MAR S/C & #3310,26533,DEANWOOD STATION & BUS BAY D,21208,Local Metrobus,2,Metro Bus,60,38,Off-Peak,1605,1570,1674,1663,1538,1538,1485,1560,1586,1576,1605,1603
1666,WMW02I,2701,"W2,3",,UNITED MEDICAL CENTER & EMERGENCY E,20862,SE MALCOLM X AV & SE NEWCOMB ST,20834,Local Metrobus,2,Metro Bus,15,53,Peak,2395,2292,2708,2792,2558,2393,2519,2690,2616,2413,2697,2421
1667,WMW03O,2702,"W2,3",,SE MALCOLM X AV & SE OAKWOOD ST,20834,UNITED MEDICAL CENTER & EMERGENCY E,20862,Local Metrobus,2,Metro Bus,60,58,Off-Peak,2395,2292,2708,2792,2558,2393,2519,2690,2616,2413,2697,2421
1668,WMW03I,2703,"W2,3",,UNITED MEDICAL CENTER & EMERGENCY E,20862,SE MALCOLM X AV & SE NEWCOMB ST,20834,Local Metrobus,2,Metro Bus,60,52,Off-Peak,2395,2292,2708,2792,2558,2393,2519,2690,2616,2413,2697,2421
1669,WMW02O,2704,"W2,3",,SE MALCOLM X AV & SE OAKWOOD ST,20834,UNITED MEDICAL CENTER & EMERGENCY E,21371,Local Metrobus,2,Metro Bus,20,58,Peak,2395,2292,2708,2792,2558,2393,2519,2690,2616,2413,2697,2421
1670,WMV14O,2705,"V14,15",,DEANWOOD STATION & BUS BAY D,21208,PENN MAR S/C & #3310,26535,Local Metrobus,2,Metro Bus,20,40,Peak,1605,1570,1674,1663,1538,1538,1485,1560,1586,1576,1605,1603
1671,WMV07I,2690,"V7,8,9",,DEANWOOD STATION & BUS BAY B,21208,C ST & 14TH ST (N),20326,Local Metrobus,2,Metro Bus,20,58,Peak,4119,3874,4501,4358,3967,3628,3716,3926,4196,4038,4409,2884
1672,WMV14I,2700,"V14,15",,PENN MAR S/C & #3310,26533,DEANWOOD STATION & BUS BAY D,21208,Local Metrobus,2,Metro Bus,60,38,Off-Peak,1605,1570,1674,1663,1538,1538,1485,1560,1586,1576,1605,1603
1673,WMT18I,2708,T18,,NEW CARROLLTON STATION & BUS BAY K,26159,RHODE ISLAND AVE STA & BUS BAY D,21012,Local Metrobus,2,Metro Bus,12,47,Peak,4587,4374,4626,4553,4215,3787,3696,3901,4081,4229,4429,4295
1674,WMV12O,2709,V12,,ADDISON RD STATION & BUS BAY B,26201,SUITLAND STATION & BUS BAY L,26570,Local Metrobus,2,Metro Bus,50,28,Off-Peak,1817,1933,2021,1990,1870,1688,1698,1692,1813,1793,1764,1889
1675,WMV12O,2709,V12,,ADDISON RD STATION & BUS BAY B,26201,SUITLAND STATION & BUS BAY L,26570,Local Metrobus,2,Metro Bus,50,28,Off-Peak,1817,1933,2021,1990,1870,1688,1698,1692,1813,1793,1764,1889
1676,WMV121,2711,V12,,SUITLAND STATION & BUS BAY L,26570,ADDISON RD STATION & BUS BAY B,26201,Local Metrobus,2,Metro Bus,60,26,Off-Peak,1817,1933,2021,1990,1870,1688,1698,1692,1813,1793,1764,1889
1677,WMV07O,2692,"V7,8,9",,C ST & 14TH ST (N),20326,DEANWOOD STATION & BUS BAY B,21208,Local Metrobus,2,Metro Bus,30,53,Off-Peak,4119,3874,4501,4358,3967,3628,3716,3926,4196,4038,4409,2884
1678,WMV14O,2705,"V14,15",,DEANWOOD STATION & BUS BAY D,21208,PENN MAR S/C & #3310,26535,Local Metrobus,2,Metro Bus,20,40,Peak,1605,1570,1674,1663,1538,1538,1485,1560,1586,1576,1605,1603
1679,WMS91L,2715,"S80,91",,FRANCONIA-SPR. METRO,35247,FRANCONIA-SPR. METRO,34988,Local Metrobus,2,Metro Bus,15,9,Peak,333,293,314,365,390,366,336,377,374,418,423,419
1680,WM18PI,2716,"18P,R,S",,OAK LEATHER DR & OAKENSHAW CT,34779,PENTAGON STATION & BUS BAY U1,30206,Express Metrobus,2,Metro Bus,30,47,Peak,766,712,769,757,668,588,650,696,663,682,714,668
1681,WM18JO,2717,"18G,H,J",,PENTAGON STATION & BUS BAY U1,30206,ROLLING VALLEY MALL & P&R LOT BUS B,34257,Express Metrobus,2,Metro Bus,30,26,Peak,625,637,730,723,625,552,577,661,609,650,622,631
1682,WM18HI,2718,"18G,H,J",,HUNTSMAN BV & CORK COUNTY CT,36487,PENTAGON STATION & BUS BAY U1,30206,Express Metrobus,2,Metro Bus,30,50,Peak,625,637,730,723,625,552,577,661,609,650,622,631
1683,WM18GI,2719,"18G,H,J",,ROLLING VALLEY MALL & P&R LOT BUS B,34257,PENTAGON STATION & BUS BAY U1,30206,Express Metrobus,2,Metro Bus,30,42,Peak,625,637,730,723,625,552,577,661,609,650,622,631
1684,WMT02O,2720,T2,,FRIENDSHIP HTS STA & BUS BAY J,22864,ROCKVILLE STATION EAST & BUS BAY A,22370,Local Metrobus,2,Metro Bus,30,44,Off-Peak,1934,1736,1884,1816,1608,1508,1480,1515,1587,1697,1719,1707
1685,WMT18O,2698,T18,,RHODE ISLAND AVE STA & BUS BAY D,21012,NEW CARROLLTON STATION & BUS BAY K,26159,Local Metrobus,2,Metro Bus,15,40,Peak,4587,4374,4626,4553,4215,3787,3696,3901,4081,4229,4429,4295
1686,WMT02I,2722,T2,,ROCKVILLE STATION EAST & BUS BAY A,22370,FRIENDSHIP HTS STA & BUS BAY J,22864,Local Metrobus,2,Metro Bus,30,45,Off-Peak,1934,1736,1884,1816,1608,1508,1480,1515,1587,1697,1719,1707
1687,WM18SI,2723,"18P,R,S",,OAK LEATHER DR & OAKENSHAW CT,34777,FRANCONIA-SPRGFLD STA & BUS BAY D,35247,Local Metrobus,2,Metro Bus,30,38,Peak,766,712,769,757,668,588,650,696,663,682,714,668
1688,WMS09O,2724,S9,,I ST & 13TH ST NW (STOP 3),20072,NW 16TH ST & NW EASTERN AV,22103,Express Metrobus,2,Metro Bus,10,37,Peak,3746,3568,3898,3870,3651,3204,3603,3782,3778,3600,3578,3518
1689,WMS09I,2725,S9,,NW 16TH ST & NW EASTERN AV,20801,I ST & 13TH ST NW (STOP 3),20072,Express Metrobus,2,Metro Bus,60,34,Off-Peak,3746,3568,3898,3870,3651,3204,3603,3782,3778,3600,3578,3518
1690,WMS09I,2725,S9,,NW 16TH ST & NW EASTERN AV,20801,I ST & 13TH ST NW (STOP 3),20072,Express Metrobus,2,Metro Bus,60,34,Off-Peak,3746,3568,3898,3870,3651,3204,3603,3782,3778,3600,3578,3518
1691,WMS04O,2727,"S2,4",,10TH ST & CONSTITUTION AVE (S2 S4 ONLY),20061,SILVER SPRING STATION & BUS BAY J,22172,Local Metrobus,2,Metro Bus,20,48,Peak,15148,14154,14186,14186,13345,12518,13155,13830,13778,13804,13876,13398
1692,WMS04O,2727,"S2,4",,10TH ST & CONSTITUTION AVE (S2 S4 ONLY),20061,SILVER SPRING STATION & BUS BAY J,22172,Local Metrobus,2,Metro Bus,20,48,Peak,15148,14154,14186,14186,13345,12518,13155,13830,13778,13804,13876,13398
1693,WM16B#1I,2729,"16A,B,E,J,P",,GLEN CARLYN DR & VISTA DR,36121,PENTAGON STATION & BUS BAY U11,30206,Local Metrobus,2,Metro Bus,30,30,Peak,6239,5980,6054,5859,5630,5377,5045,5180,5529,5797,5803,5782
1694,WMT02I,2722,T2,,ROCKVILLE STATION EAST & BUS BAY A,22370,FRIENDSHIP HTS STA & BUS BAY J,22864,Local Metrobus,2,Metro Bus,30,45,Off-Peak,1934,1736,1884,1816,1608,1508,1480,1515,1587,1697,1719,1707
1695,WMW14O,2731,"W13,14",,ANACOSTIA STATION & BUS BAY D,20731,FRIENDLY MD (ALLENTOWN RD & OLD FORT RD),27686,Local Metrobus,2,Metro Bus,60,35,Off-Peak,787,726,754,750,700,617,652,672,703,679,732,705
1696,WMS02O,2685,"S2,4",,10TH ST & CONSTITUTION AVE (S2 S4 ONLY),20061,SILVER SPRING STATION & BUS BAY J,22172,Local Metrobus,2,Metro Bus,17,51,Off-Peak,15148,14154,14186,14186,13345,12518,13155,13830,13778,13804,13876,13398
1697,WMT18I,2708,T18,,NEW CARROLLTON STATION & BUS BAY K,26159,RHODE ISLAND AVE STA & BUS BAY D,21012,Local Metrobus,2,Metro Bus,12,47,Peak,4587,4374,4626,4553,4215,3787,3696,3901,4081,4229,4429,4295
1698,WMT02O,2720,T2,,FRIENDSHIP HTS STA & BUS BAY J,22864,ROCKVILLE STATION EAST & BUS BAY A,22370,Local Metrobus,2,Metro Bus,30,44,Off-Peak,1934,1736,1884,1816,1608,1508,1480,1515,1587,1697,1719,1707
1699,WMX02I,2735,X2,,MINNESOTA AVE STA & BUS BAY K,21203,NW H ST & NW MADISON PL,20141,Local Metrobus,2,Metro Bus,8,41,Off-Peak,13356,13016,12596,12715,12239,12349,13026,14170,14254,13079,13089,12900
1700,WMX02I,2735,X2,,MINNESOTA AVE STA & BUS BAY K,21203,NW H ST & NW MADISON PL,20141,Local Metrobus,2,Metro Bus,8,41,Off-Peak,13356,13016,12596,12715,12239,12349,13026,14170,14254,13079,13089,12900
1701,WMX01I,2737,"X1,3",,MINNESOTA AVE STA & BUS BAY L,21203,NW 23RD ST & NW I ST,20131,Local Metrobus,2,Metro Bus,15,42,Peak,1382,1237,1651,1511,1424,1396,1380,1558,1476,1588,1654,1457
1702,WM18RI,2738,"18P,R,S",,COFFER WOODS RD & BLINCOE CT,34954,FRANCONIA-SPRGFLD STA & BUS BAY D,35247,Local Metrobus,2,Metro Bus,30,48,Peak,766,712,769,757,668,588,650,696,663,682,714,668
1703,WMW15I,2739,W15,,OLD BRANCH AV & ALLENTOWN WY,26955,SOUTHERN AVE STATION & BUS BAY K,20888,Local Metrobus,2,Metro Bus,30,43,Peak,302,277,276,261,246,254,262,284,293,266,273,181
1704,WM18S%O,2740,"18P,R,S",,FRANCONIA-SPRGFLD STA & BUS BAY D,35247,FRANCONIA-SPRGFLD PKWY & BONNIE MIL,34229,Local Metrobus,2,Metro Bus,15,3,Peak,766,712,769,757,668,588,650,696,663,682,714,668
1705,WMW14I,2741,"W13,14",,FRIENDLY MD (ALLENTOWN RD & OLD FORT RD),27686,ANACOSTIA STATION & BUS BAY D,20731,Local Metrobus,2,Metro Bus,60,39,Off-Peak,787,726,754,750,700,617,652,672,703,679,732,705
1706,WMW13I,2742,"W13,14",,OLD FORT RD & INDIAN HEAD HWY,26801,NW I ST & NW 17TH ST,20098,Local Metrobus,2,Metro Bus,30,63,Peak,787,726,754,750,700,617,652,672,703,679,732,705
1707,WMW13#1I,2743,"W13,14",,FRIENDLY MD (ALLENTOWN RD & OLD FORT RD),27686,NW I ST & NW 17TH ST,20098,Local Metrobus,2,Metro Bus,30,54,Peak,787,726,754,750,700,617,652,672,703,679,732,705
1708,WM21DI,2744,"21A,D",,DUKE ST & REYNOLDS ST,32318,PENTAGON STATION & BUS BAY U11,30206,Local Metrobus,2,Metro Bus,60,29,Peak,483,457,474,449,420,378,376,437,448,468,437,455
1709,WM21AI,2745,"21A,D",,DUKE ST & REYNOLDS ST,32318,PENTAGON STATION & BUS BAY U11,30206,Express Metrobus,2,Metro Bus,20,26,Peak,483,457,474,449,420,378,376,437,448,468,437,455
1710,WMS04I,2676,"S2,4",,SILVER SPRING STATION & BUS BAY J,22862,10TH ST & CONSTITUTION AVE (S2 S4 ONLY),20061,Local Metrobus,2,Metro Bus,20,53,Peak,15148,14154,14186,14186,13345,12518,13155,13830,13778,13804,13876,13398
1711,WMW19I,2747,W19,,PYE ST & GREENHOW CIR,47279,SOUTHERN AVE STATION & BUS BAY J,21354,Local Metrobus,2,Metro Bus,20,58,Peak,343,356,357,354,312,297,294,327,313,323,296,313
1712,WM70%2I,2763,70,,SILVER SPRING STATION & BUS BAY I,22172,NW CONSTITUTION AV & NW 9TH ST,20061,Local Metrobus,2,Metro Bus,12,58,Peak,11712,11604,12296,12395,11509,11062,10902,11418,11843,12003,12435,11535
1713,WM92%#1I,2431,"90,92,93",,CONGRESS HEIGHTS STA & BUS BAY E,21369,NW U ST & NW 14TH ST,20445,Local Metrobus,2,Metro Bus,12,60,Peak,12607,12063,13354,12856,12342,11513,11261,11890,11844,12182,12459,11951
1714,WMB24I,2536,"B24,25",,BOWIE PARK & RIDE LOT & BAY C,26413,NEW CARROLLTON STATION & BUS BAY G,26159,Local Metrobus,2,Metro Bus,30,42,Peak,994,997,1055,1053,952,789,710,745,824,899,937,932
1715,WMC21O,2751,"C21,22,26,29",,ADDISON RD STATION & BUS BAY E,26201,CAMPUS WAY SOUTH & PRINCE PL,26334,Local Metrobus,2,Metro Bus,60,24,Off-Peak,2899,2623,2905,2724,2318,2013,1984,2310,2392,2576,2354,2446
1716,WMD12I,2752,"D12,13,14",,SUITLAND STATION & BAY H,26570,SOUTHERN AVE STATION & BUS BAY M,21354,Local Metrobus,2,Metro Bus,60,58,Off-Peak,5023,4854,5033,4891,4456,4387,4091,4373,4477,4654,4776,4525
1717,WME02I,3118,E2,,NEW YORK AVE NE & BET FENWICK ST &,20415,FRIENDSHIP HTS STA & BUS BAY J,22864,Local Metrobus,2,Metro Bus,15,52,Peak,3498,3498,4155,4012,3817,3435,3566,3703,4026,3995,4108,2977
1718,WMJ02#2O,2754,"J1,2,3",,SILVER SPRING STATION & BUS BAY F,22862,MONTGOMERY MALL TRANSIT CTR & WESTL,22317,Local Metrobus,2,Metro Bus,19,47,Off-Peak,6883,6476,6589,6452,6046,5684,5654,5964,6121,6160,6356,6295
1719,WMM04%1O,2940,M4,,NW FORT DR & NW ALBEMARLE ST -TENLEYTOWN,20718,NW WESTERN AV & NW PINEHURST CI,20783,Local Metrobus,2,Metro Bus,20,13,Peak,767,803,1098,1074,1010,862,1003,998,1130,987,1080,970
1720,WMW02I,2701,"W2,3",,UNITED MEDICAL CENTER & EMERGENCY E,20862,SE MALCOLM X AV & SE NEWCOMB ST,20834,Local Metrobus,2,Metro Bus,15,53,Peak,2395,2292,2708,2792,2558,2393,2519,2690,2616,2413,2697,2421
1721,WMW02O,2704,"W2,3",,SE MALCOLM X AV & SE OAKWOOD ST,20834,UNITED MEDICAL CENTER & EMERGENCY E,21371,Local Metrobus,2,Metro Bus,20,58,Peak,2395,2292,2708,2792,2558,2393,2519,2690,2616,2413,2697,2421
1722,WMZ08#9O,2758,Z8,,SILVER SPRING STATION & BUS BAY C,22172,GREENCASTLE PARK & RIDE LOT,22526,Local Metrobus,2,Metro Bus,30,43,Off-Peak,3665,3222,3218,3207,2885,2796,2894,2937,2997,3135,3288,3144
1723,WM64O,3536,"60,64",,10TH ST & CONSTITUTION AVE (63 & 64),20061,FT TOTTEN STATION & BUS BAY B,21105,Local Metrobus,2,Metro Bus,20,39,Off-Peak,5009,4821,5592,5505,5078,4892,4988,5171,5247,5095,5635,5107
1724,WM16DI,2760,16D,Not provided by operator,PATRIOT DR & AMERICANA DR,34978,PENTAGON STATION & BUS BAY U11,30206,Local Metrobus,2,Metro Bus,60,48,Peak,,,,,,,,,,,,
1725,WM70#4O,2774,70,,NW CONSTITUTION AV & NW 9TH ST,20061,SILVER SPRING STATION & BUS BAY I,22172,Local Metrobus,2,Metro Bus,12,61,Off-Peak,11712,11604,12296,12395,11509,11062,10902,11418,11843,12003,12435,11535
1726,WM15LI,2778,"15K,L",,E FALLS CHURCH STATION & BUS BAY B,30064,N MOORE ST & ROSSLYN STATION BUS BA,30120,Local Metrobus,2,Metro Bus,30,42,Peak,530,527,545,530,497,437,447,460,457,490,472,456
1727,WM52%#1O,2600,"52,53,54",,D ST SW BETWEEN 6TH AND 7TH ST SW,20047,NW 14TH ST & NW INGRAHAM ST,20847,Local Metrobus,2,Metro Bus,21,46,Off-Peak,15944,15060,15673,15635,15006,14438,14564,15345,15441,14821,15113,14584
1728,WM54%O,2780,"52,53,54",,D ST SW BETWEEN 6TH AND 7TH ST SW,20047,NW 14TH ST & NW BUCHANAN ST,20847,Local Metrobus,2,Metro Bus,60,42,Peak,15944,15060,15673,15635,15006,14438,14564,15345,15441,14821,15113,14584
1729,WM15K#2O,2781,"15K,L",,N MOORE ST & ROSSLYN STATION BUS BA,30120,E FALLS CHURCH STATION & BUS BAY B,30064,Local Metrobus,2,Metro Bus,30,34,Peak,530,527,545,530,497,437,447,460,457,490,472,456
1730,WM80/,2782,80,,"TERMINAL/KENNEDY CENTER;25TH ST & F ST",20176,FT TOTTEN STATION & BUS BAY F,21106,Local Metrobus,2,Metro Bus,15,70,Peak,7610,7162,7675,7359,6872,6498,6660,7058,7259,7202,7180,7216
1731,WM90#3O,2428,"90,92,93",,NW CALVERT ST & NW BILTMORE ST,20652,ANACOSTIA STATION & BUS BAY E,21341,Local Metrobus,2,Metro Bus,15,64,Off-Peak,12607,12063,13354,12856,12342,11513,11261,11890,11844,12182,12459,11951
1732,WMC08#I,2784,C8,,GLENMONT STATION & BUS BAY F,23353,WHITE FLINT STATION & ROCKVILLE PK,22670,Local Metrobus,2,Metro Bus,60,15,Peak,2589,2576,2811,2615,2362,2107,1891,2089,2350,2449,2595,2429
1733,WMS04#O,2785,"S2,4",,I ST & 13TH ST NW (STOP 3),20106,SILVER SPRING STATION & BUS BAY J,22172,Local Metrobus,2,Metro Bus,18,38,Off-Peak,15148,14154,14186,14186,13345,12518,13155,13830,13778,13804,13876,13398
1734,WM92%#1O,2432,"90,92,93",,U ST & 13TH ST NW,20445,CONGRESS HEIGHTS STA & BUS BAY E,21369,Local Metrobus,2,Metro Bus,15,64,Off-Peak,12607,12063,13354,12856,12342,11513,11261,11890,11844,12182,12459,11951
