OBJECTID,TransitRouteID,TransitRoute,OperRtNM,Notes,Headway,Origin,ONode,Destination,DNode,Mode,Operator,Runtime,Period,July,August,September,October,November,December,January,February,March,April,May,June,Direction
1460,STCHN,1443, ,Not collected,60,LOVEVILLE,49534,GOLDEN BEACH DR./BUSINESS CTR.,49556,Other Primary - Express Bus,Saint Mary STS,19,Peak,,,,,,,,,,,,,2
1461,STCHS,1446, ,Not collected,60,GOLDEN BEACH RD/BUSINESS CTR,49558,BUSY CORNER,49534,Other Primary - Express Bus,Saint Mary STS,27,Peak,,,,,,,,,,,,,2
1462,STCHS,1446, ,Not collected,60,GOLDEN BEACH RD/BUSINESS CTR,49558,BUSY CORNER,49534,Other Primary - Express Bus,Saint Mary STS,27,Peak,,,,,,,,,,,,,2
1463,STGML,1448, ,Not collected,60,TULAGI PL. XFER,49510,TULAGI PL. XFER,49597,Other Primary - Express Bus,Saint Mary STS,48,Peak,,,,,,,,,,,,,2
1464,VBLKO,1322, ,Not collected,60,LAPLATA XFER PT,47036,RT 210 & MARSHALL HALL RD,47070,Other Primary - Express Bus,VANGO,25,Peak,,,,,,,,,,,,,2
1465,STLPLT,1089, ,Not collected,60,Government Center,49608,Tulagi Place,49510,Other Primary - Express Bus,Saint Mary STS,60,Off-Peak,,,,,,,,,,,,,2
1466,RO44,1451,44, ,30,ROCKVILLE STATION & BAY F - WEST,22351,TWINBROOK STATION & BAY E - EAST,22672,Other Primary - Local Bus,Ride On Bus,20,Peak,126,126,100,129,138,110,105,112,100,98,97,108,2
1467,RO45I,1408,45, ,30,FALLSGROVE DR & ROCK REGIONAL TRANS CENTER,22391,TWINBROOK STATION & BAY B - EAST,22344,Other Primary - Local Bus,Ride On Bus,41,Peak,970,970,971,1012,965,925,832,975,924,1040,1058,990,2
1468,STLTL,1437, ,Not collected,60,Governmental,49526,Point Lookout Road,49609,Other Primary - Express Bus,Saint Mary STS,50,Peak,,,,,,,,,,,,,2
1469,STLTLP,1454, ,Not collected,60,Tulagi,49510,Government,49608,Other Primary - Express Bus,Saint Mary STS,70,Peak,,,,,,,,,,,,,2
1470,RO83A,1455,83, ,30,GERMANTOWN TRANSIT CENTER & BAY F,22128,SHAKESPEARE BLV & MILESTONE PARK & RIDE,23198,Other Primary - Local Bus,Ride On Bus,22,Off-Peak,500,500,475,535,494,475,450,461,465,523,506,500,2
1471,STNRTL,1456, ,Not collected,60,Charlotte Hall Xfer,49556,Charlotte Hall Xfer,49642,Other Primary - Express Bus,Saint Mary STS,40,Off-Peak,,,,,,,,,,,,,2
1472,GO28N,1069,Route 28, ,38,LARGO TOWN CENTER METRO STATION,26426,CAMPUS WAY N & GREYGABLES COURT,27290,Other Primary - Local Bus,PG TheBus,30,Off-Peak,317,306,322,296,319,275,248,258,245,275,253,241,2
1473,STRT5N,1458, ,Not collected,60,Jarboe Building/Lexwood,49583,Governmental,49526,Other Primary - Express Bus,Saint Mary STS,23,Off-Peak,,,,,,,,,,,,,2
1474,STRT5S,1459, ,Not collected,60,Governmental,49526,Great Mills High,49513,Other Primary - Express Bus,Saint Mary STS,20,Peak,,,,,,,,,,,,,2
1475,STRT5S,1459, ,Not collected,60,Governmental,49526,Great Mills High,49513,Other Primary - Express Bus,Saint Mary STS,20,Peak,,,,,,,,,,,,,2
1476,STSRTL,1461, ,Not collected,60,TULAGI PL. XFER,49510,Great Mills,49581,Other Primary - Express Bus,Saint Mary STS,52,Peak,,,,,,,,,,,,,2
1477,STSRTL,1461, ,Not collected,60,TULAGI PL. XFER,49510,Great Mills,49581,Other Primary - Express Bus,Saint Mary STS,52,Peak,,,,,,,,,,,,,2
1478,STGML,1448, ,Not collected,60,TULAGI PL. XFER,49510,TULAGI PL. XFER,49597,Other Primary - Express Bus,Saint Mary STS,48,Peak,,,,,,,,,,,,,2
1479,ORD1I,1465,D-100, ,30,LINDENDALE P&R,40646,VIRGINIA AV & 21ST ST,20263,Commuter Bus,Omni-Ride,88,Peak,1762,1743,1859,1851,1735,1728,1758,1701,1714,1771,1787,1796,2
1480,ORD1TI,1466,Rt1, ,30,OMNIRIDE TRANSIT,40277,VIRGINIA AV & 21ST ST,20263,Commuter Bus,Omni-Ride,64,Peak,22,22,22,20,21,27,22,22,21,25,22,22,2
1481,ORD2I,1467,D-200, ,30,LINDENDALE COMMUTER PARKING,40646,12TH ST & JEFFERSON DAVIS,30240,Commuter Bus,Omni-Ride,82,Peak,493,498,523,514,452,447,494,515,532,549,554,532,2
1482,ORD3O,1468,D-300, ,60,12th & M St (Maritime,21296,Lindendale P & R,40646,Commuter Bus,Omni-Ride,98,Off-Peak,462,466,477,474,571,560,572,603,625,643,609,588,2
1483,ORFCML,1469,MMD, ,60,WFALLS CHURCH,34940,WFALLS CHURCH,34938,Commuter Bus,Omni-Ride,110,Off-Peak,461,456,487,495,454,464,451,475,470,470,472,465,2
1484,ORL1I,1470,L-100, ,60,TACKETTS MILL P&R,40042,VIRGINIA AV & 21ST ST,20263,Commuter Bus,Omni-Ride,66,Peak,791,777,849,715,800,764,782,800,786,820,758,757,2
1485,ORL2I,1471,L-100, ,30,TACKETTS MILL P&R,40042,12TH ST & JEFFERSON DAVIS,30240,Commuter Bus,Omni-Ride,60,Peak,791,777,849,715,800,764,782,800,786,820,758,757,2
1486,ORL2O,1472,L-200, ,60,S CLARK ST & 20TH,30253,FESTIVAL AT OLD BRIDGE AT DOLLAR,40011,Commuter Bus,Omni-Ride,75,Off-Peak,434,454,484,471,471,492,524,533,514,510,476,472,2
1487,ORLHI,1473,LH, ,30,LIMESTONE DR COMMUTER,40872,WEST FALLS CHURCH,34938,Commuter Bus,Omni-Ride,81,Peak,255,249,271,270,270,266,254,266,258,260,265,265,2
1488,ORMC1O,1474,PWMD, ,60,D & 7TH ST.SW,20046,Dale City Commuter,40240,Commuter Bus,Omni-Ride,86,Off-Peak,846,879,859,880,822,825,779,794,819,843,834,824,2
1489,RO17O,1438,17, ,25,LEBANON ST & UNIVERSITY BLVD,26017,SILVER SPRING STATION & BAY T,22863,Other Primary - Local Bus,Ride On Bus,24,Off-Peak,1330,1330,1386,1439,1305,1325,1075,1248,1124,1310,1235,1218,2
1490,ORMD2I,1476,PWMD, ,60,PRTC TRANSIT,40277,SPRINGFIELD,34184,Commuter Bus,Omni-Ride,35,Off-Peak,846,879,859,880,822,825,779,794,819,843,834,824,2
1491,OLRT1O,1477, ,Not collected,60,WOODBRIDGE,40030,Q,40309,Other Primary - Express Bus,Omni-Link,51,Off-Peak,,,,,,,,,,,,,2
1492,ORMD4L,1479,PWMD, ,60,SPRINGFIELD,34184,SPRINGFIELD,35266,Commuter Bus,Omni-Ride,70,Off-Peak,846,879,859,880,822,825,779,794,819,843,834,824,2
1493,ORMI,1480,Manassas, ,15,MANASSAS,40102,PENTAGON&21ST & C ST (DEPT,20266,Commuter Bus,Omni-Ride,97,Peak,945,950,1011,1034,1038,1038,1070,1114,1102,1110,1100,1046,2
1494,ORMX1I,1481,PWMD, ,60,ROUTE 123 & I95,40120,21ST & C ST (STATE,20263,Commuter Bus,Omni-Ride,32,Off-Peak,846,879,859,880,822,825,779,794,819,843,834,824,2
1495,ORMX2O,1482,D-300, ,60,VIRGINIA AV & 21ST ST,20263,LINDENDALE COMMUTER PARKING,40307,Commuter Bus,Omni-Ride,82,Off-Peak,462,466,477,474,571,560,572,603,625,643,609,588,2
1496,ORMX3O,1483,L-100, ,60,VIRGINIA AV & 21ST ST,20263,FESTIVAL AT OLD BRIDGE AT DOLLAR,40011,Commuter Bus,Omni-Ride,79,Off-Peak,791,777,849,715,800,764,782,800,786,820,758,757,2
1497,ORRI,1485,Rosslyn, ,60,LINDENDALE P&R,40240,BALLSTON STA(FAIRFAX &,30093,Commuter Bus,Omni-Ride,75,Peak,336,327,315,339,325,346,346,357,350,360,373,363,2
1498,ORRSI,1486,RS, ,60,JEFFERSON DAVIS HWY & FOX LAIR,40125,SW D ST & SW 9TH,20046,Commuter Bus,Omni-Ride,92,Peak,309,309,320,317,314,317,336,355,332,341,330,334,2
1499,ORWFML,1488,MMD, ,60,LIBERIA &,40084,LIBERIA &,40085,Commuter Bus,Omni-Ride,145,Peak,461,456,487,495,454,464,451,475,470,470,472,465,2
1500,ORMD1I,1489,PWMD, ,60,OMNIRIDE TRANSIT,40277,FRANCONIA SPRINGFIELD,34184,Commuter Bus,Omni-Ride,29,Off-Peak,846,879,859,880,822,825,779,794,819,843,834,824,2
1501,WMA02O,1490,A2, ,19,ANACOSTIA STATION & BUS BAY H,20731,SOUTHERN AVE STATION & BUS BAY B,21354,Local Metrobus,Metro Bus,28,Off-Peak,10550,10665,11756,11661,11191,10563,10327,11609,11302,11011,11398,10187,2
1502,WM63O,1491,63, ,60,10TH ST & CONSTITUTION AVE (63 & 64),20061,TAKOMA STATION & BUS BAY F,20872,Local Metrobus,Metro Bus,47,Off-Peak,4191,4130,4832,4559,4220,3894,3825,4433,4427,4353,4476,4021,2
1503,WM63O,1491,63, ,60,10TH ST & CONSTITUTION AVE (63 & 64),20061,TAKOMA STATION & BUS BAY F,20872,Local Metrobus,Metro Bus,47,Off-Peak,4191,4130,4832,4559,4220,3894,3825,4433,4427,4353,4476,4021,2
1504,WM64I,1049,64, ,20,FT TOTTEN STATION & BUS BAY B,21105,10TH ST & CONSTITUTION AVE (63 & 64),20061,Local Metrobus,Metro Bus,40,Off-Peak,3948,4124,4478,4573,4387,4081,4140,4537,4480,4563,4845,4837,2
1505,WMZ29I,1494,Z29, ,30,SOUTH LAUREL PARK & RIDE LOT & BAY,45549,SILVER SPRING STATION & BUS BAY E,22862,Local Metrobus,Metro Bus,50,Peak,700,737,799,739,674,618,655,722,690,754,731,746,2
1506,WM64O,141,64, ,15,10TH ST & CONSTITUTION AVE (63 & 64),20061,FT TOTTEN STATION & BUS BAY B,21105,Local Metrobus,Metro Bus,39,Peak,3948,4124,4478,4573,4387,4081,4140,4537,4480,4563,4845,4837,2
1507,MT01DO,1496,901, ,60,11TH ST & H ST NW sb,20490,US 301 P & R & SMALLWOOD DR,47062,Commuter Bus,MTA,60,Off-Peak,2338,2336,2472,2464,2347,2014,2272,2447,2309,2411,2346,2325,2
1508,WM96%O,1497,96, ,30,NW 40TH ST & NW ALBEMARLE ST,20723,CAPITOL HGTS STATION & BUS BAY C,21188,Local Metrobus,Metro Bus,86,Off-Peak,4753,4808,5316,5676,5240,4598,4965,5754,5391,5412,5551,5256,2
1509,WM96I,168,96, ,15,CAPITOL HGTS STATION & BUS BAY,21188,NW FORT DR & NW ALBEMARLE ST,20723,Local Metrobus,Metro Bus,60,Peak,4753,4808,5316,5676,5240,4598,4965,5754,5391,5412,5551,5256,2
1510,WM96O,169,96, ,20,NW 40TH ST & NW ALBEMARLE ST,20723,STADIUM ARMORY STATION & BUS BAY D,21236,Local Metrobus,Metro Bus,75,Peak,4753,4808,5316,5676,5240,4598,4965,5754,5391,5412,5551,5256,2
1511,WM97I,797,97, ,60,CAPITOL HGTS STATION & BUS BAY C,21188,MASSACHUSETTS AVE NE & NORTH CAPITO,20256,Local Metrobus,Metro Bus,30,Off-Peak,4753,4808,5316,5676,5240,4598,4965,5754,5391,5412,5551,5256,2
1512,WM97O,1501,97, ,12,MASSACHUSETTS AVE NE & 1ST ST NE,20256,CAPITOL HGTS STATION & BUS BAY C,21188,Local Metrobus,Metro Bus,30,Peak,4753,4808,5316,5676,5240,4598,4965,5754,5391,5412,5551,5256,2
1513,ORC1I,1502,C1, ,60,DALE CITY COMMUTER,40048,SW INDEPENDENCE AV,20002,Other Primary - Local Bus,Omni-Ride,86,Peak,51,54,57,57,58,57,53,53,49,47,44,38,2
1514,WMA02I,1503,A2, ,10,SOUTHERN AVE STATION & BUS BAY B,21354,ANACOSTIA STATION & BUS BAY H,20731,Local Metrobus,Metro Bus,31,Peak,10550,10665,11756,11661,11191,10563,10327,11609,11302,11011,11398,10187,2
1515,OLRT1O,1477, ,Not collected,60,WOODBRIDGE,40030,Q,40309,Other Primary - Express Bus,Omni-Link,51,Off-Peak,,,,,,,,,,,,,2
1516,WMA02O,1490,A2, ,19,ANACOSTIA STATION & BUS BAY H,20731,SOUTHERN AVE STATION & BUS BAY B,21354,Local Metrobus,Metro Bus,28,Off-Peak,10550,10665,11756,11661,11191,10563,10327,11609,11302,11011,11398,10187,2
1517,WMA04#2I,883,A4, ,15,DC VILLAGE LN & SHEPHERD PKWY BUS G,20844,COAST GUARD HQ - BUS BAY B,21793,Local Metrobus,Metro Bus,33,Off-Peak,2815,2881,3153,3083,3109,2774,2871,3198,3067,2900,2931,2666,2
1518,OLMNO,1507, ,Not collected,60,NOVA,40112,HASTINGS DR & HENDLEY,40493,Other Primary - Express Bus,Omni-Link,58,Peak,,,,,,,,,,,,,2
1519,OLMNO,1507, ,Not collected,60,NOVA,40112,HASTINGS DR & HENDLEY,40493,Other Primary - Express Bus,Omni-Link,58,Peak,,,,,,,,,,,,,2
1520,OLMPKA,1509, ,Not collected,60,MANASSAS SHOPPING,40085,MANASSAS SHOPPING,40802,Other Primary - Express Bus,Omni-Link,60,Peak,,,,,,,,,,,,,2
1521,OLMPKA,1509, ,Not collected,60,MANASSAS SHOPPING,40085,MANASSAS SHOPPING,40802,Other Primary - Express Bus,Omni-Link,60,Peak,,,,,,,,,,,,,2
1522,OLMPKB,1511, ,Not collected,60,MANASSAS SHOPPING CENTER-BOWL,40802,MANASSAS SHOPPING CENTER-BOWL,40085,Other Primary - Express Bus,Omni-Link,55,Peak,,,,,,,,,,,,,2
1523,OLMPKB,1511, ,Not collected,60,MANASSAS SHOPPING CENTER-BOWL,40802,MANASSAS SHOPPING CENTER-BOWL,40085,Other Primary - Express Bus,Omni-Link,55,Peak,,,,,,,,,,,,,2
1524,OLRT1I,1513, ,Not collected,60,Q,40309,WOODBRIDGE,40030,Other Primary - Express Bus,Omni-Link,44,Off-Peak,,,,,,,,,,,,,2
1525,OLRT1I,1513, ,Not collected,60,Q,40309,WOODBRIDGE,40030,Other Primary - Express Bus,Omni-Link,44,Off-Peak,,,,,,,,,,,,,2
1526,PQ05I,1515, ,Service ended August 2013,60,RT 208,52003,PENTAGON METRO,30206,Commuter Bus,Quicks Commuter Bus,90,Peak,,,,,,,,,,,,,2
1527,WMA02I,1503,A2, ,10,SOUTHERN AVE STATION & BUS BAY B,21354,ANACOSTIA STATION & BUS BAY H,20731,Local Metrobus,Metro Bus,31,Peak,10550,10665,11756,11661,11191,10563,10327,11609,11302,11011,11398,10187,2
1528,RO30O,1363,30, ,30,BETHESDA STATION & BAY E,22048,MEDICAL CENTER STATION & BAY E,22054,Other Primary - Local Bus,Ride On Bus,27,Off-Peak,637,637,625,604,617,625,616,776,755,728,964,753,2
1529,PQ01I,1518, ,Service ended August 2013,60,RT.17 PNR/RT.630,51111,12TH& N ST SE (NAVY,21286,Commuter Bus,Quicks Commuter Bus,78,Peak,,,,,,,,,,,,,2
1530,RO10I,1519,10, ,30,POWDER MILL RD & NEW HAMPSHIRE AVE,22547,TWINBROOK STATION & BAY B - EAST,22672,Other Primary - Local Bus,Ride On Bus,58,Off-Peak,2063,2063,2171,2476,2297,2311,2025,2198,2074,2386,2455,2429,2
1531,RO10I,1519,10, ,30,POWDER MILL RD & NEW HAMPSHIRE AVE,22547,TWINBROOK STATION & BAY B - EAST,22672,Other Primary - Local Bus,Ride On Bus,58,Off-Peak,2063,2063,2171,2476,2297,2311,2025,2198,2074,2386,2455,2429,2
1532,RO100I,1521,100, ,15,GERMANTOWN TRANSIT CENTER & BAY B,23206,SHADY GROVE STATION & BAY C - EAST,22395,Other Primary - Local Bus,Ride On Bus,16,Off-Peak,2533,2206,2537,2475,2342,2092,2025,2307,2075,2268,2196,2383,2
1533,RO100O,1522,100, ,15,SHADY GROVE STATION & BAY C - EAST,22395,GERMANTOWN TRANSIT CENTER & BAY B,23206,Other Primary - Local Bus,Ride On Bus,16,Off-Peak,2533,2206,2537,2475,2342,2092,2025,2307,2075,2268,2196,2383,2
1534,RO11I,1523,11, ,10,SILVER SPRING STATION & BAY R,22863,FRIENDSHIP HEIGHTS STATION & BAY F,22864,Other Primary - Local Bus,Ride On Bus,26,Peak,790,853,880,891,884,750,700,786,800,821,1029,1056,2
1535,RO11O,1524,11, ,60,FRIENDSHIP HEIGHTS STATION & BAY G,22864,SILVER SPRING STATION & BAY T,22863,Other Primary - Local Bus,Ride On Bus,23,Off-Peak,790,853,880,891,884,750,700,786,800,821,1029,1056,2
1536,RO12,1525,12, ,23,SILVER SPRING STATION & BAY R,22172,TAKOMA STATION & BAY G,20872,Other Primary - Local Bus,Ride On Bus,24,Off-Peak,1779,1817,1667,1680,1650,1675,1600,1895,1809,2018,1806,1807,2
1537,RO12,1525,12, ,23,SILVER SPRING STATION & BAY R,22172,TAKOMA STATION & BAY G,20872,Other Primary - Local Bus,Ride On Bus,24,Off-Peak,1779,1817,1667,1680,1650,1675,1600,1895,1809,2018,1806,1807,2
1538,RO08,1527,8, ,30,WHEATON STATION & BAY J,22595,SILVER SPRING STATION & BAY N,22172,Other Primary - Local Bus,Ride On Bus,40,Peak,641,641,611,709,676,625,600,728,674,760,742,668,2
1539,RO08,1527,8, ,30,WHEATON STATION & BAY J,22595,SILVER SPRING STATION & BAY N,22172,Other Primary - Local Bus,Ride On Bus,40,Peak,641,641,611,709,676,625,600,728,674,760,742,668,2
1540,RO09I,1529,9, ,20,WHEATON STATION & BAY J,22595,SILVER SPRING STATION & BAY G,22172,Other Primary - Local Bus,Ride On Bus,31,Peak,1189,1189,1128,1164,1072,1175,1040,1371,1220,1483,1685,1442,2
1541,RO13I,1530,13, ,60,SILVER SPRING STATION & BAY R,22863,TAKOMA STATION & BAY G,20872,Other Primary - Local Bus,Ride On Bus,27,Peak,277,293,326,328,364,300,268,333,304,317,275,300,2
1542,RO09A,1531,9, ,25,SILVER SPRING STATION & BAY G,22172,WHEATON STATION & BAY H,22595,Other Primary - Local Bus,Ride On Bus,31,Off-Peak,1189,1189,1128,1164,1072,1175,1040,1371,1220,1483,1685,1442,2
1543,RO13O,1532,13, ,30,TAKOMA STATION & BAY H,20872,SILVER SPRING STATION & BAY T,22863,Other Primary - Local Bus,Ride On Bus,27,Peak,277,293,326,328,364,300,268,333,304,317,275,300,2
1544,RO14AI,1533,14, ,30,SILVER SPRING STATION & BAY X,22863,TAKOMA STATION & BAY G,20872,Other Primary - Local Bus,Ride On Bus,25,Peak,774,774,877,848,841,794,808,802,769,941,925,1012,2
1545,RO14AI,1533,14, ,30,SILVER SPRING STATION & BAY X,22863,TAKOMA STATION & BAY G,20872,Other Primary - Local Bus,Ride On Bus,25,Peak,774,774,877,848,841,794,808,802,769,941,925,1012,2
1546,RO14BI,1535,14, ,60,UNIVERSITY BLV E & EASTERN MIDDLE SCHOOL,22088,TAKOMA STATION & BAY G,20872,Other Primary - Local Bus,Ride On Bus,15,Off-Peak,774,774,877,848,841,794,808,802,769,941,925,1012,2
1547,RO14O,1536,14, ,30,TAKOMA STATION & BAY H,20872,SILVER SPRING STATION & BAY W,22863,Other Primary - Local Bus,Ride On Bus,23,Off-Peak,774,774,877,848,841,794,808,802,769,941,925,1012,2
1548,RO15,1537,15, ,14,LEBANON ST & UNIVERSITY BLVD,26017,SILVER SPRING STATION & BAY W,22863,Other Primary - Local Bus,Ride On Bus,19,Off-Peak,3667,3705,3506,3508,3375,3425,3175,3178,3150,3337,3275,3275,2
1549,RO15,1537,15, ,14,LEBANON ST & UNIVERSITY BLVD,26017,SILVER SPRING STATION & BAY W,22863,Other Primary - Local Bus,Ride On Bus,19,Off-Peak,3667,3705,3506,3508,3375,3425,3175,3178,3150,3337,3275,3275,2
1550,RO15O,1539,15, ,20,SILVER SPRING STATION & BAY X,22863,LEBANON ST & UNIVERSITY BLVD,26017,Other Primary - Local Bus,Ride On Bus,14,Peak,3667,3705,3506,3508,3375,3425,3175,3178,3150,3337,3275,3275,2
1551,RO16,1540,16, ,19,SILVER SPRING STATION & BAY Z,22863,TAKOMA STATION & BAY G,20872,Other Primary - Local Bus,Ride On Bus,44,Off-Peak,3472,3419,3512,3605,3289,3175,3125,3270,3150,3220,3324,3511,2
1552,RO16,1540,16, ,19,SILVER SPRING STATION & BAY Z,22863,TAKOMA STATION & BAY G,20872,Other Primary - Local Bus,Ride On Bus,44,Off-Peak,3472,3419,3512,3605,3289,3175,3125,3270,3150,3220,3324,3511,2
1553,RO16AO,1542,16, ,15,TAKOMA STATION & BAY H,20872,SILVER SPRING STATION & BAY W,22863,Other Primary - Local Bus,Ride On Bus,47,Peak,3472,3419,3512,3605,3289,3175,3125,3270,3150,3220,3324,3511,2
1554,RO12O,1543,12, ,20,TAKOMA STATION & BAY H,20872,SILVER SPRING STATION & BAY T,22862,Other Primary - Local Bus,Ride On Bus,26,Peak,1779,1817,1667,1680,1650,1675,1600,1895,1809,2018,1806,1807,2
1555,RO03O,1544,3, ,30,TAKOMA STATION & BAY H,20872,SILVER SPRING STATION & BAY T,22172,Other Primary - Local Bus,Ride On Bus,24,Peak,48,51,38,38,42,26,44,50,58,63,56,62,2
1556,STRT5N,1458, ,Not collected,60,Jarboe Building/Lexwood,49583,Governmental,49526,Other Primary - Express Bus,Saint Mary STS,23,Off-Peak,,,,,,,,,,,,,2
1557,PQ07I,1546, ,Service ended August 2013,60,RT.17 PNR/RT.630,51111,ARLINGTON,30316,Commuter Bus,Quicks Commuter Bus,95,Peak,,,,,,,,,,,,,2
1558,PQ16I,1547, ,Service ended August 2013,60,RT 3 PNR,52008,North Capitol,20267,Commuter Bus,Quicks Commuter Bus,73,Peak,,,,,,,,,,,,,2
1559,REXN,1548,REX (R99), ,10,JACKSON LOOP & #9410,34132,KING ST STA & BUS BAY A,32157,Express Metrobus,Metro Bus,52,Peak,3408,3426,3564,3687,3491,3179,3088,3415,3291,3384,3607,3286,2
1560,REXN,1548,REX (R99), ,10,JACKSON LOOP & #9410,34132,KING ST STA & BUS BAY A,32157,Express Metrobus,Metro Bus,52,Peak,3408,3426,3564,3687,3491,3179,3088,3415,3291,3384,3607,3286,2
1561,REXS,1550,REX (R99), ,12,KING ST STA & BUS BAY A,32157,JACKSON LOOP & #9410,34132,Express Metrobus,Metro Bus,50,Peak,3408,3426,3564,3687,3491,3179,3088,3415,3291,3384,3607,3286,2
1562,REXS,1550,REX (R99), ,12,KING ST STA & BUS BAY A,32157,JACKSON LOOP & #9410,34132,Express Metrobus,Metro Bus,50,Peak,3408,3426,3564,3687,3491,3179,3088,3415,3291,3384,3607,3286,2
1563,RO01,1552,1, ,27,FRIENDSHIP HEIGHTS STATION & BAY G,22864,SILVER SPRING STATION & BAY T,22172,Other Primary - Local Bus,Ride On Bus,26,Off-Peak,1815,1759,2026,3100,2158,3119,2801,2024,2497,1919,2827,2033,2
1564,RO01,1552,1, ,27,FRIENDSHIP HEIGHTS STATION & BAY G,22864,SILVER SPRING STATION & BAY T,22172,Other Primary - Local Bus,Ride On Bus,26,Off-Peak,1815,1759,2026,3100,2158,3119,2801,2024,2497,1919,2827,2033,2
1565,RO01I,1397,1, ,25,SILVER SPRING STATION & BAY R,22172,FRIENDSHIP HEIGHTS STATION & BAY F,22864,Other Primary - Local Bus,Ride On Bus,26,Off-Peak,1815,1759,2026,3100,2158,3119,2801,2024,2497,1919,2827,2033,2
1566,RO02,1555,2, ,30,LYTTONVILLE OPERATIONS CNTR.,22094,SILVER SPRING STATION & BAY Z,22863,Other Primary - Local Bus,Ride On Bus,14,Off-Peak,1002,1012,955,898,914,824,789,806,775,864,822,826,2
1567,RO09A,1531,9, ,25,SILVER SPRING STATION & BAY G,22172,WHEATON STATION & BAY H,22595,Other Primary - Local Bus,Ride On Bus,31,Off-Peak,1189,1189,1128,1164,1072,1175,1040,1371,1220,1483,1685,1442,2
1568,RO02,1555,2, ,30,LYTTONVILLE OPERATIONS CNTR.,22094,SILVER SPRING STATION & BAY Z,22863,Other Primary - Local Bus,Ride On Bus,14,Off-Peak,1002,1012,955,898,914,824,789,806,775,864,822,826,2
