OBJECTID,TransitRouteID,TransitRoute,OperRtNM,Notes,Headway,Origin,ONode,Destination,DNode,Mode,Operator,Runtime,Period,July,August,September,October,November,December,January,February,March,April,May,June,Direction
994,LTAFCN,993,Ashburn Village, ,60,ASHBURN VILLAGE S PLAZA,38044,ASHBURN VILLAGE S. PLAZA,38664,Other Primary - Express Bus,Loudoun County Local Bus,60,Peak,89,82,67,58,57,48,50,56,55,63,60,62,2
995,LTAPORT,994,Leesburg Service, ,60,LOUDOUN CO GOV CTR,38171,LOUDOUN CO GOV CTR,38137,Other Primary - Express Bus,Loudoun County Local Bus,58,Off-Peak,394,416,376,362,337,329,321,328,325,334,332,361,2
996,LTAPORT,994,Leesburg Service, ,60,LOUDOUN CO GOV CTR,38171,LOUDOUN CO GOV CTR,38137,Other Primary - Express Bus,Loudoun County Local Bus,58,Off-Peak,394,416,376,362,337,329,321,328,325,334,332,361,2
997,LTAVCN,996,Ashburn Farms, ,60,WEGMANS STORE,38119,WEGMANS STORE,38329,Other Primary - Express Bus,Loudoun County Local Bus,60,Peak,48,57,49,45,46,40,38,41,38,45,45,47,2
998,LCDS8E,997,Purcellville-DC, ,60,DULLES NORTH TRANSIT CENTER,38313,PENTAGON BUS TERMINAL,30360,Commuter Bus,Loudoun County Commuter Bus,45,Peak,4006,4016,4374,4315,3909,4224,4384,4564,4360,4661,4359,4704,2
999,LTBRM,986,Battlefield Ida Lee, ,30,LOUDOUN GOV CTR,38171,LOUDOUN GOV CTR,38137,Other Primary - Express Bus,Loudoun County Local Bus,45,Peak,,,,,,,,,,,,,2
1000,LK00AO,999, ,Not collected,60,ARUNDEL MILLS MALL,45844,ODENTON MARC TRAIN STATION - WEST SIDE,45650,Other Primary - Express Bus,CMRT Bus Transit,54,Off-Peak,,,,,,,,,,,,,2
1001,LTPCE,1000,Purcellville Connector, ,60,VA REG TRN CTR,38421,LOUDOUN CO GOV CTR,38171,Other Primary - Express Bus,Loudoun County Local Bus,30,Off-Peak,87,82,86,82,85,73,72,86,81,97,95,89,2
1002,RO41O,1001,41, ,30,GRAND PRE RD & GRAND BEL MANOR,22580,GLENMONT STATION & BAY B,22382,Other Primary - Local Bus,Ride On Bus,14,Off-Peak,967,724,741,806,733,728,625,696,643,743,694,650,2
1003,LTPCE,1000,Purcellville Connector, ,60,VA REG TRN CTR,38421,LOUDOUN CO GOV CTR,38171,Other Primary - Express Bus,Loudoun County Local Bus,30,Off-Peak,87,82,86,82,85,73,72,86,81,97,95,89,2
1004,LTPCW,1003,Purcellville Connector, ,60,LOUDOUN CO GOV CTR,38171,VA REG TRN CTR,38421,Other Primary - Express Bus,Loudoun County Local Bus,30,Peak,87,82,86,82,85,73,72,86,81,97,95,89,2
1005,LTPCW,1003,Purcellville Connector, ,60,LOUDOUN CO GOV CTR,38171,VA REG TRN CTR,38421,Other Primary - Express Bus,Loudoun County Local Bus,30,Peak,87,82,86,82,85,73,72,86,81,97,95,89,2
1006,LTROLLY,1005,Leesburg Trolley, ,30,LOUDOUN CO GOV CTR,38171,TOWN HALL,38137,Other Primary - Express Bus,Loudoun County Local Bus,45,Off-Peak,,,,,,,,,,,,,2
1007,LTROLLY,1005,Leesburg Trolley, ,30,LOUDOUN CO GOV CTR,38171,TOWN HALL,38137,Other Primary - Express Bus,Loudoun County Local Bus,45,Off-Peak,,,,,,,,,,,,,2
1008,LTSCN,1007,Sterling Connector, ,30,WILLIAM WALTERS HOUSE,38032,BRENTWOOD RD,38001,Other Primary - Express Bus,Loudoun County Local Bus,27,Off-Peak,259,271,261,223,248,220,205,218,208,256,261,273,2
1009,LTSCN,1007,Sterling Connector, ,30,WILLIAM WALTERS HOUSE,38032,BRENTWOOD RD,38001,Other Primary - Express Bus,Loudoun County Local Bus,27,Off-Peak,259,271,261,223,248,220,205,218,208,256,261,273,2
1010,LTSCS,1009,Sterling Connector, ,43,BRENTWOOD RD,38001,WILLIAM WALTERS HOUSE,38032,Other Primary - Express Bus,Loudoun County Local Bus,40,Off-Peak,259,271,261,223,248,220,205,218,208,256,261,273,2
1011,GO26W,1010,Route 26, ,38,LARGO TOWN CENTER METRO STATION,26330,MORGAN BOULEVARD METRO STATION,26971,Other Primary - Local Bus,PG TheBus,32,Off-Peak,511,598,791,660,575,503,504,598,552,615,524,486,2
1012,LTAVCN,996,Ashburn Farms, ,60,WEGMANS STORE,38119,WEGMANS STORE,38329,Other Primary - Express Bus,Loudoun County Local Bus,60,Peak,48,57,49,45,46,40,38,41,38,45,45,47,2
1013,LINK1I,1012, ,Not collected,30,DULLES AIRPORT,38040,WEST FALLS CHURCH STATION,34940,Commuter Bus,Flyer Coach,25,Peak,,,,,,,,,,,,,2
1014,LCRAO,1013,Cascades-WFC, ,60,WEST FALLS CHURCH METRO,34940,BRODERICK DR & DRESDEN ST,38273,Commuter Bus,Loudoun County Commuter Bus,34,Peak,536,512,567,529,511,444,523,536,510,541,542,576,2
1015,STLTR,1014, ,Not collected,60,Wildewood Shopping Center (XFER STOP),49601,RT 235,49523,Other Primary - Express Bus,Saint Mary STS,50,Off-Peak,,,,,,,,,,,,,2
1016,LE00AI,1015, ,Not collected,60,COLUMBIA MALL SC,44015,4TH ST AT LAUREL CENTRE MALL,26246,Other Primary - Express Bus,CMRT Bus Transit,48,Off-Peak,,,,,,,,,,,,,2
1017,LE00AI,1015, ,Not collected,60,COLUMBIA MALL SC,44015,4TH ST AT LAUREL CENTRE MALL,26246,Other Primary - Express Bus,CMRT Bus Transit,48,Off-Peak,,,,,,,,,,,,,2
1018,LE00AO,1017, ,Not collected,60,4TH ST AT LAUREL CENTRE MALL,26246,COLUMBIA MALL SC,44015,Other Primary - Express Bus,CMRT Bus Transit,48,Off-Peak,,,,,,,,,,,,,2
1019,MT01FI,1018,901, ,30,SMALLWOOD VILLAGE CTR,47269,C ST & 21 ST NW fs eb,20228,Commuter Bus,MTA,99,Peak,2338,2336,2472,2464,2347,2014,2272,2447,2309,2411,2346,2325,2
1020,MT01GI,1019,901, ,20,LA PLATA P&R & CHARLES CO,47167,M ST & 25TH ST NW wb,20564,Commuter Bus,MTA,108,Peak,2338,2336,2472,2464,2347,2014,2272,2447,2309,2411,2346,2325,2
1021,LE00AO,1017, ,Not collected,60,4TH ST AT LAUREL CENTRE MALL,26246,COLUMBIA MALL SC,44015,Other Primary - Express Bus,CMRT Bus Transit,48,Off-Peak,,,,,,,,,,,,,2
1022,LG00AI,1021, ,Not collected,60,4TH ST AT LAUREL CENTRE MALL,26246,COLLEGE PARK/U OF MD METRO STATION,26095,Other Primary - Express Bus,CMRT Bus Transit,45,Peak,,,,,,,,,,,,,2
1023,LG00AI,1021, ,Not collected,60,4TH ST AT LAUREL CENTRE MALL,26246,COLLEGE PARK/U OF MD METRO STATION,26095,Other Primary - Express Bus,CMRT Bus Transit,45,Peak,,,,,,,,,,,,,2
1024,LG00AO,1023, ,Not collected,60,COLLEGE PARK/U OF MD METRO STATION,26095,4TH ST AT LAUREL CENTRE MALL,26246,Other Primary - Express Bus,CMRT Bus Transit,66,Peak,,,,,,,,,,,,,2
1025,LT07E,1024,7 to 7 on 7, ,30,LOUDOUN CO GOV CTR,38171,TOWN CENTER (DRANESVILLE CENTER PLAZA),38003,Other Primary - Express Bus,Loudoun County Local Bus,58,Off-Peak,804,898,866,831,848,754,727,794,761,896,888,911,2
1026,LINK1I,1012, ,Not collected,30,DULLES AIRPORT,38040,WEST FALLS CHURCH STATION,34940,Commuter Bus,Flyer Coach,25,Peak,,,,,,,,,,,,,2
1027,LT07E,1024,7 to 7 on 7, ,30,LOUDOUN CO GOV CTR,38171,TOWN CENTER (DRANESVILLE CENTER PLAZA),38003,Other Primary - Express Bus,Loudoun County Local Bus,58,Off-Peak,804,898,866,831,848,754,727,794,761,896,888,911,2
1028,LINK1O,1027, ,Not collected,30,WEST FALLS CHURCH STATION,34940,DULLES AIRPORT,38042,Commuter Bus,Flyer Coach,25,Off-Peak,,,,,,,,,,,,,2
1029,LINK1O,1027, ,Not collected,30,WEST FALLS CHURCH STATION,34940,DULLES AIRPORT,38042,Commuter Bus,Flyer Coach,25,Off-Peak,,,,,,,,,,,,,2
1030,LJ00AI,1029, ,Not collected,60,4TH ST AT LAUREL CENTRE MALL,26246,CROMWELL LIGHT RAIL STATION,45708,Other Primary - Express Bus,CMRT Bus Transit,74,Off-Peak,,,,,,,,,,,,,2
1031,LJ00AI,1029, ,Not collected,60,4TH ST AT LAUREL CENTRE MALL,26246,CROMWELL LIGHT RAIL STATION,45708,Other Primary - Express Bus,CMRT Bus Transit,74,Off-Peak,,,,,,,,,,,,,2
1032,RO31O,1031,31, ,30,WHEATON STATION & BAY J,22595,GLENMONT STATION & BAY B,22580,Other Primary - Local Bus,Ride On Bus,20,Peak,152,170,128,149,143,121,95,103,117,140,129,145,2
1033,RO33I,1032,33, ,20,GLENMONT STATION & BAY A,22580,MEDICAL CENTER STATION & BAY C,22054,Other Primary - Local Bus,Ride On Bus,35,Peak,361,399,334,308,325,324,266,277,300,284,388,378,2
1034,RO33I,1032,33, ,20,GLENMONT STATION & BAY A,22580,MEDICAL CENTER STATION & BAY C,22054,Other Primary - Local Bus,Ride On Bus,35,Peak,361,399,334,308,325,324,266,277,300,284,388,378,2
1035,RO33O,1034,33, ,30,MEDICAL CENTER STATION & BAY C,22054,GLENMONT STATION & BAY B,22580,Other Primary - Local Bus,Ride On Bus,31,Peak,361,399,334,308,325,324,266,277,300,284,388,378,2
1036,RO41O,1001,41, ,30,GRAND PRE RD & GRAND BEL MANOR,22580,GLENMONT STATION & BAY B,22382,Other Primary - Local Bus,Ride On Bus,14,Off-Peak,967,724,741,806,733,728,625,696,643,743,694,650,2
1037,LK00AI,1036, ,Not collected,60,JOHNS HOPKINS MEDICAL CENTER (ODENTON),45649,ARUNDEL MILLS MALL,45844,Other Primary - Express Bus,CMRT Bus Transit,51,Off-Peak,,,,,,,,,,,,,2
1038,RO71I,1037,71, ,30,CLOPPER RD & KINGSVIEW PARK & RIDE,22832,SHADY GROVE STATION & BAY C - EAST,22395,Other Primary - Local Bus,Ride On Bus,36,Peak,386,420,286,271,275,275,274,358,339,379,325,325,2
1039,LG00AO,1023, ,Not collected,60,COLLEGE PARK/U OF MD METRO STATION,26095,4TH ST AT LAUREL CENTRE MALL,26246,Other Primary - Express Bus,CMRT Bus Transit,66,Peak,,,,,,,,,,,,,2
1040,RO83AO,1039,83, ,20,GERMANTOWN MARC STATION & PARKING LOT,22146,SHAKESPEARE BLV & MILESTONE PARK & RIDE,23198,Other Primary - Local Bus,Ride On Bus,27,Peak,500,500,475,535,494,475,450,461,465,523,506,500,2
1041,RO74,1040,74, ,30,GERMANTOWN TRANSIT CENTER & BAY B,22128,SHADY GROVE STATION & BAY C - EAST,22395,Other Primary - Local Bus,Ride On Bus,37,Off-Peak,1079,1142,1108,1030,1042,927,875,993,975,1085,1054,1009,2
1042,RO74,1040,74, ,30,GERMANTOWN TRANSIT CENTER & BAY B,22128,SHADY GROVE STATION & BAY C - EAST,22395,Other Primary - Local Bus,Ride On Bus,37,Off-Peak,1079,1142,1108,1030,1042,927,875,993,975,1085,1054,1009,2
1043,RO75A,1042,75, ,30,GERMANTOWN TRANSIT CENTER & BAY B,23079,WHELAN LA & @22880 (MC CORRECTIONAL FACILITY),22128,Other Primary - Local Bus,Ride On Bus,21,Off-Peak,464,327,403,430,426,395,325,415,425,493,582,498,2
1044,RO76%A,1043,76, ,60,SHADY GROVE STATION & BAY C - EAST,22395,QUINCE ORCHARD RD & DARNESTOWN RD,22285,Other Primary - Local Bus,Ride On Bus,23,Peak,783,948,935,835,818,776,625,627,650,691,675,675,2
1045,RO76A,1044,76, ,30,QUINCE ORCHARD RD & DARNESTOWN RD,22285,SHADY GROVE STATION & BAY C - EAST,22395,Other Primary - Local Bus,Ride On Bus,20,Off-Peak,783,948,935,835,818,776,625,627,650,691,675,675,2
1046,RO76I,1045,76, ,30,W WILLARD RD & WOOTON AVE,22371,SHADY GROVE STATION & BAY C - EAST,22395,Other Primary - Local Bus,Ride On Bus,44,Peak,783,948,935,835,818,776,625,627,650,691,675,675,2
1047,RO76O,1046,76, ,60,SHADY GROVE STATION & BAY C - EAST,22395,W WILLARD RD & WOOTON AVE,22371,Other Primary - Local Bus,Ride On Bus,42,Peak,783,948,935,835,818,776,625,627,650,691,675,675,2
1048,WM63I,1047,63, ,9,TAKOMA STATION & BUS BAY F,20872,10TH ST & CONSTITUTION AVE (63 & 64),20061,Local Metrobus,Metro Bus,49,Peak,4191,4130,4832,4559,4220,3894,3825,4433,4427,4353,4476,4021,2
1049,RO81,1048,81, ,30,ROCKVILLE STATION & BAY F - WEST,22351,MARINELLI RD & ROCKVILLE PIKE,22670,Other Primary - Local Bus,Ride On Bus,24,Peak,191,196,175,190,190,165,175,166,180,185,178,200,2
1050,WM64I,1049,64, ,20,FT TOTTEN STATION & BUS BAY B,21105,10TH ST & CONSTITUTION AVE (63 & 64),20061,Local Metrobus,Metro Bus,40,Off-Peak,3948,4124,4478,4573,4387,4081,4140,4537,4480,4563,4845,4837,2
1051,STGML/,1050, ,Not collected,60,Tulagi Place,49510,Great Mills & Shangri-La Dr,49597,Other Primary - Express Bus,Saint Mary STS,56,Off-Peak,,,,,,,,,,,,,2
1052,RO78I,1051,78, ,30,CLOPPER RD & KINGSVIEW PARK & RIDE,23212,SHADY GROVE STATION & BAY C - EAST,22395,Other Primary - Local Bus,Ride On Bus,37,Peak,268,268,477,556,497,454,337,264,325,250,325,321,2
1053,STGML/,1050, ,Not collected,60,Tulagi Place,49510,Great Mills & Shangri-La Dr,49597,Other Primary - Express Bus,Saint Mary STS,56,Off-Peak,,,,,,,,,,,,,2
1054,RO93I,1053,93, ,30,TWINBROOK STATION & BAY C - EAST,22672,TWINBROOK STATION & BAY B - EAST,23469,Other Primary - Local Bus,Ride On Bus,11,Peak,35,41,29,39,40,37,21,14,29,25,34,34,2
1055,RO96I,1054,96, ,30,GROSVENOR STATION & BAY G,22327,WESTFIELD SHOPPING CENTER & MONTGOMERY MALL,22317,Other Primary - Local Bus,Ride On Bus,17,Off-Peak,559,608,560,638,615,540,513,528,525,529,550,568,2
1056,RO96,1055,96, ,10,GROSVENOR STATION & BAY G,22327,GROSVENOR STATION & BAY G,22185,Other Primary - Local Bus,Ride On Bus,27,Peak,559,608,560,638,615,540,513,528,525,529,550,568,2
1057,RO97I,1056,97, ,30,GERMANTOWN TRANSIT CENTER & BAY B,23206,GERMANTOWN TRANSIT CENTER & BAY B,22128,Other Primary - Local Bus,Ride On Bus,21,Off-Peak,601,686,575,718,665,668,591,741,715,780,930,873,2
1058,RO98BO,1057,98, ,30,GERMANTOWN TRANSIT CENTER & BAY B,22128,KINGSVIEW PARK & RIDE & KINGSVIEW PARK & RIDE,23214,Other Primary - Local Bus,Ride On Bus,33,Off-Peak,247,259,275,271,307,273,266,347,353,406,442,448,2
1059,SDC12I,1058, ,Not collected,60,RT 3 PNR/RT 17 & 610 PNR,52008,14TH & INDEPENDENCE AVE. SW,20314,Commuter Bus,National Coach Commuter Bus,132,Peak,,,,,,,,,,,,,2
1060,SDC7I,1059, ,Not collected,60,RT 3 PNR/RT17 PNR,52008,14TH & INDEPENDENCE AVE. SW,20314,Commuter Bus,National Coach Commuter Bus,111,Peak,,,,,,,,,,,,,2
1061,SDC8I,1060, ,Not collected,60,RT 208 PNR/RT3 PNR,52003,14TH & INDEPENDENCE AVE. SW,20314,Commuter Bus,National Coach Commuter Bus,121,Peak,,,,,,,,,,,,,2
1062,SGOLD1,1061,53, ,30,VIENNA METRO STATION,35060,VIENNA METRO STATION,34797,Other Primary - Local Bus,Fairfax City Bus,56,Peak,372,394,488,,411,371,361,450,418,460,393,361,2
1063,SGOLD1,1061,53, ,30,VIENNA METRO STATION,35060,VIENNA METRO STATION,34797,Other Primary - Local Bus,Fairfax City Bus,56,Peak,372,394,488,,411,371,361,450,418,460,393,361,2
1064,STCCI,961, ,Not collected,60,Solomons Xfer Pt.,49036,1st Colony Shopping Ctr.,49521,Other Primary - Express Bus,Saint Mary STS,20,Off-Peak,,,,,,,,,,,,,2
1065,RO90AO,1064,90, ,30,SHADY GROVE STATION & BAY C - EAST,22395,WOODFIELD RD & @23716,23109,Other Primary - Local Bus,Ride On Bus,30,Peak,940,978,1073,1048,996,839,753,763,750,825,921,934,2
1066,GO32N,1065,Route 32, ,30,CLINTON PARK & RIDE LOT,27208,NAYLOR ROAD METRO STATION,26572,Other Primary - Local Bus,PG TheBus,51,Off-Peak,1057,1132,1201,1087,1076,1064,992,1008,1014,1083,1053,1125,2
1067,GO34L,1066,Route 34, ,15,SUITLAND METRO STATION,26551,SUITLAND METRO STATION,26570,Other Primary - Local Bus,PG TheBus,24,Peak,537,468,495,414,470,438,417,417,487,496,434,418,2
1068,GO34L,1066,Route 34, ,15,SUITLAND METRO STATION,26551,SUITLAND METRO STATION,26570,Other Primary - Local Bus,PG TheBus,24,Peak,537,468,495,414,470,438,417,417,487,496,434,418,2
1069,PQ04I,1068, ,Service ended August 2013,60,RT 208 COMMUTER LOT,52003,BOLLING AFB,20957,Commuter Bus,Quicks Commuter Bus,85,Peak,,,,,,,,,,,,,2
1070,GO28N,1069,Route 28, ,38,LARGO TOWN CENTER METRO STATION,26426,CAMPUS WAY N & GREYGABLES COURT,27290,Other Primary - Local Bus,PG TheBus,30,Off-Peak,317,306,322,296,319,275,248,258,245,275,253,241,2
1071,GO28S,1070,Route 28, ,60,CAMPUS WAY N & GREYGABLES COURT,27290,LARGO TOWN CENTER METRO STATION,26426,Other Primary - Local Bus,PG TheBus,30,Peak,317,306,322,296,319,275,248,258,245,275,253,241,2
1072,GO28S,1070,Route 28, ,60,CAMPUS WAY N & GREYGABLES COURT,27290,LARGO TOWN CENTER METRO STATION,26426,Other Primary - Local Bus,PG TheBus,30,Peak,317,306,322,296,319,275,248,258,245,275,253,241,2
1073,GO25E,1072,Route 25, ,60,CAPITOL HEIGHTS METRO STATION,21188,CAPITOL HEIGHTS METRO STATION,27843,Other Primary - Local Bus,PG TheBus,26,Off-Peak,191,192,220,194,209,192,184,194,188,211,201,183,2
1074,GO25W,1073,Route 25, ,30,CAPITOL HEIGHTS METRO STATION,21188,CAPITOL HEIGHTS METRO STATION,21309,Other Primary - Local Bus,PG TheBus,26,Peak,191,192,220,194,209,192,184,194,188,211,201,183,2
1075,GO25W,1073,Route 25, ,30,CAPITOL HEIGHTS METRO STATION,21188,CAPITOL HEIGHTS METRO STATION,21309,Other Primary - Local Bus,PG TheBus,26,Peak,191,192,220,194,209,192,184,194,188,211,201,183,2
1076,GO30,1075,Route 30, ,60,BRANCH AVE METRO STATION,26566,STUART LANE & SURRATTS ROAD,27673,Other Primary - Local Bus,PG TheBus,35,Peak,739,745,804,655,684,623,663,732,711,705,698,671,2
1077,GO30,1075,Route 30, ,60,BRANCH AVE METRO STATION,26566,STUART LANE & SURRATTS ROAD,27673,Other Primary - Local Bus,PG TheBus,35,Peak,739,745,804,655,684,623,663,732,711,705,698,671,2
1078,FT10B,1077,10B, ,60,Ballenger Creek Plaza,42365,Frederick Towne Mall,42029,Other Primary - Express Bus,TransIT,55,Peak,215,251,219,211,233,205,183,196,206,203,205,225,2
1079,GO32N,1065,Route 32, ,30,CLINTON PARK & RIDE LOT,27208,NAYLOR ROAD METRO STATION,26572,Other Primary - Local Bus,PG TheBus,51,Off-Peak,1057,1132,1201,1087,1076,1064,992,1008,1014,1083,1053,1125,2
1080,GO30N,1079,Route 30, ,38,STUART LANE & SURRATTS ROAD,27673,BRANCH AVE METRO STATION,26566,Other Primary - Local Bus,PG TheBus,35,Off-Peak,739,745,804,655,684,623,663,732,711,705,698,671,2
1081,GO32S,1080,Route 32, ,30,NAYLOR ROAD METRO STATION,26572,CLINTON PARK & RIDE LOT,27208,Other Primary - Local Bus,PG TheBus,53,Peak,1057,1132,1201,1087,1076,1064,992,1008,1014,1083,1053,1125,2
1082,GO32S,1080,Route 32, ,30,NAYLOR ROAD METRO STATION,26572,CLINTON PARK & RIDE LOT,27208,Other Primary - Local Bus,PG TheBus,53,Peak,1057,1132,1201,1087,1076,1064,992,1008,1014,1083,1053,1125,2
1083,GO33N,1082,Route 33, ,38,OLD BRANCH AV & ALLENTOWN WY,26955,SOUTHERN AVE METRO STATION,21354,Other Primary - Local Bus,PG TheBus,32,Off-Peak,690,790,898,766,729,734,713,791,750,749,734,667,2
1084,GO33S,1083,Route 33, ,38,SOUTHERN AVE METRO STATION,21354,OLD BRANCH AV & ALLENTOWN WY,26955,Other Primary - Local Bus,PG TheBus,33,Off-Peak,690,790,898,766,729,734,713,791,750,749,734,667,2
1085,GO51L,1084,Route 51, ,6,EQUESTRIAN CENTER PARKING LOT #1,26840,EQUESTRIAN CENTER PARKING LOT #1,27727,Other Primary - Local Bus,PG TheBus,14,Peak,1167,1022,1067,1064,1104,910,1058,1139,1149,1180,990,1158,2
1086,GO51L,1084,Route 51, ,6,EQUESTRIAN CENTER PARKING LOT #1,26840,EQUESTRIAN CENTER PARKING LOT #1,27727,Other Primary - Local Bus,PG TheBus,14,Peak,1167,1022,1067,1064,1104,910,1058,1139,1149,1180,990,1158,2
1087,GO53L,1086,Route 53, ,60,"GOVERNOR ODEN BOWIE DR; REAR OF CAB",26840,"GOVERNOR ODEN BOWIE DR; REAR OF CAB",27728,Other Primary - Local Bus,PG TheBus,40,Peak,109,100,106,89,95,92,91,89,86,100,98,95,2
1088,GO53L,1086,Route 53, ,60,"GOVERNOR ODEN BOWIE DR; REAR OF CAB",26840,"GOVERNOR ODEN BOWIE DR; REAR OF CAB",27728,Other Primary - Local Bus,PG TheBus,40,Peak,109,100,106,89,95,92,91,89,86,100,98,95,2
1089,PQ10I,1088, ,Service ended August 2013,60,RT 3 PNR,52008,CRYSTAL CITY,30279,Commuter Bus,Quicks Commuter Bus,85,Peak,,,,,,,,,,,,,2
1090,STLPLT,1089, ,Not collected,60,Government Center,49608,Tulagi Place,49510,Other Primary - Express Bus,Saint Mary STS,60,Off-Peak,,,,,,,,,,,,,2
1091,STLTR,1014, ,Not collected,60,Wildewood Shopping Center (XFER STOP),49601,RT 235,49523,Other Primary - Express Bus,Saint Mary STS,50,Off-Peak,,,,,,,,,,,,,2
1092,GO30N,1079,Route 30, ,38,STUART LANE & SURRATTS ROAD,27673,BRANCH AVE METRO STATION,26566,Other Primary - Local Bus,PG TheBus,35,Off-Peak,739,745,804,655,684,623,663,732,711,705,698,671,2
1093,RO60I,1092,60, ,30,STEDWICK RD & MONTGOMERY VILLAGE AVE,22437,SHADY GROVE STATION & BAY C - EAST,22395,Other Primary - Local Bus,Ride On Bus,28,Peak,316,316,448,436,418,385,282,312,325,341,329,410,2
1094,RO56AO,1093,56, ,20,ROCKVILLE STATION & BAY E - WEST,22351,LAKEFOREST TRANSIT CENTER & ODENDHAL AVE,22161,Other Primary - Local Bus,Ride On Bus,58,Peak,2005,2025,2271,2166,2199,2005,1925,1979,2025,2227,2336,2176,2
1095,RO56I,1094,56, ,25,LAKEFOREST TRANSIT CENTER & ODENDHAL AVE,22161,ROCKVILLE STATION & BAY E - WEST,22351,Other Primary - Local Bus,Ride On Bus,51,Off-Peak,2005,2025,2271,2166,2199,2005,1925,1979,2025,2227,2336,2176,2
1096,RO56I,1094,56, ,25,LAKEFOREST TRANSIT CENTER & ODENDHAL AVE,22161,ROCKVILLE STATION & BAY E - WEST,22351,Other Primary - Local Bus,Ride On Bus,51,Off-Peak,2005,2025,2271,2166,2199,2005,1925,1979,2025,2227,2336,2176,2
1097,RO57I,1096,57, ,20,LAKEFOREST TRANSIT CENTER & ODENDHAL AVE,22161,SHADY GROVE STATION & BAY A - WEST,22397,Other Primary - Local Bus,Ride On Bus,29,Off-Peak,2214,2314,2659,2540,2338,2193,1950,2191,2065,2393,2225,2186,2
1098,RO57I,1096,57, ,20,LAKEFOREST TRANSIT CENTER & ODENDHAL AVE,22161,SHADY GROVE STATION & BAY A - WEST,22397,Other Primary - Local Bus,Ride On Bus,29,Off-Peak,2214,2314,2659,2540,2338,2193,1950,2191,2065,2393,2225,2186,2
1099,RO57O,1098,57, ,30,SHADY GROVE STATION & BAY A - WEST,22395,LAKEFOREST TRANSIT CENTER & ODENDHAL AVE,22161,Other Primary - Local Bus,Ride On Bus,33,Peak,2214,2314,2659,2540,2338,2193,1950,2191,2065,2393,2225,2186,2
1100,RO58I,1099,58, ,30,WATKINS MILL RD & FREDERICK AVE,22161,SHADY GROVE STATION & BAY C - EAST,22395,Other Primary - Local Bus,Ride On Bus,36,Off-Peak,1735,1918,1973,1852,1733,1700,1525,1526,1581,1766,1657,1765,2
1101,RO58I,1099,58, ,30,WATKINS MILL RD & FREDERICK AVE,22161,SHADY GROVE STATION & BAY C - EAST,22395,Other Primary - Local Bus,Ride On Bus,36,Off-Peak,1735,1918,1973,1852,1733,1700,1525,1526,1581,1766,1657,1765,2
1102,RO58O,1101,58, ,30,SHADY GROVE STATION & BAY C - EAST,22395,WATKINS MILL RD & FREDERICK AVE,22161,Other Primary - Local Bus,Ride On Bus,35,Peak,1735,1918,1973,1852,1733,1700,1525,1526,1581,1766,1657,1765,2
1103,RO59I,1102,59, ,27,CLUB HOUSE RD & MONTGOMERY VILLAGE AVE,22437,ROCKVILLE STATION & BAY C - EAST,22351,Other Primary - Local Bus,Ride On Bus,50,Off-Peak,3902,3896,4032,3805,3752,3775,3700,4018,3992,4314,4160,3830,2
1104,SGRN1,1103,73, ,33,VIENNA METRO STATION,35060,VIENNA METRO STATION,35062,Other Primary - Local Bus,Fairfax City Bus,63,Off-Peak,448,482,479,,455,394,398,505,472,532,387,416,2
1105,RO59I,1102,59, ,27,CLUB HOUSE RD & MONTGOMERY VILLAGE AVE,22437,ROCKVILLE STATION & BAY C - EAST,22351,Other Primary - Local Bus,Ride On Bus,50,Off-Peak,3902,3896,4032,3805,3752,3775,3700,4018,3992,4314,4160,3830,2
1106,RO54C,1105,54, ,20,LAKEFOREST TRANSIT CENTER & ODENDHAL AVE,22161,ROCKVILLE STATION & BAY E - WEST,22351,Other Primary - Local Bus,Ride On Bus,42,Peak,2218,2154,2119,2060,2122,1925,1875,2125,1948,2097,2131,2228,2
1107,RO61BI,1106,61, ,20,GERMANTOWN TRANSIT CENTER & BAY B,22128,SHADY GROVE STATION & BAY C - EAST,22395,Other Primary - Local Bus,Ride On Bus,52,Peak,2893,2889,2877,2802,2850,2875,2625,2944,3012,3070,3058,3163,2
1108,RO61O,1107,61, ,30,SHADY GROVE STATION & BAY C - EAST,22395,GERMANTOWN TRANSIT CENTER & BAY B,22128,Other Primary - Local Bus,Ride On Bus,48,Peak,2893,2889,2877,2802,2850,2875,2625,2944,3012,3070,3058,3163,2
1109,RO63,1108,63, ,60,ROCKVILLE STATION & BAY E - WEST,22351,SHADY GROVE STATION & BAY A - WEST,22397,Other Primary - Local Bus,Ride On Bus,30,Off-Peak,556,514,737,698,673,579,526,652,633,569,727,650,2
1110,RO63I,1109,63, ,30,SHADY GROVE STATION & BAY A - WEST,22395,ROCKVILLE STATION & BAY E - WEST,22351,Other Primary - Local Bus,Ride On Bus,32,Peak,556,514,737,698,673,579,526,652,633,569,727,650,2
1111,RO64,1110,64, ,30,CLUB HOUSE RD & MONTGOMERY VILLAGE AVE,22437,SHADY GROVE STATION & BAY C - EAST,22395,Other Primary - Local Bus,Ride On Bus,32,Off-Peak,1299,1302,1428,1389,1272,1200,1239,1448,1343,1480,1572,1516,2
